"","X","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageCars","GarageArea","GarageQual","GarageCond","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MoSold","YrSold","SaleType","SaleCondition","HouseAge","GarageAge","RemodAddAge","SalePriceThousands"
"65",65,1,60,"RL",0,9375,NA,"CollgCr","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","GLQ",739,"Unf",0,318,1057,"GasA","SBrkr",1057,977,0,2034,1,0,2,1,3,1,"Gd",8,"Typ",0,"Attchd",2,645,"TA","TA",576,36,0,0,0,0,NA,"GdPrv",2,2009,"WD","Normal",12,11,11,219.5
"66",66,1,60,"RL",76,9591,NA,"NridgHt","Norm","Norm","1Fam","2Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Ex","TA","Unf",0,"Unf",0,1143,1143,"GasA","SBrkr",1143,1330,0,2473,0,0,2,1,4,1,"Gd",9,"Typ",1,"BuiltIn",3,852,"TA","TA",192,151,0,0,0,0,NA,NA,10,2007,"WD","Normal",3,3,2,317
"67",67,1,20,"RL",0,19900,NA,"NAmes","PosA","Norm","1Fam","1Story",7,5,"CompShg","Plywood","Plywood","TA","TA","Gd","TA","GLQ",912,"Unf",0,1035,1947,"GasA","SBrkr",2207,0,0,2207,1,0,2,0,3,1,"TA",7,"Min1",1,"Attchd",2,576,"TA","TA",301,0,0,0,0,0,NA,NA,7,2010,"WD","Normal",40,40,21,180
"68",68,1,20,"RL",72,10665,NA,"CollgCr","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",1013,"Unf",0,440,1453,"GasA","SBrkr",1479,0,0,1479,1,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2,558,"TA","TA",144,29,0,0,0,0,NA,NA,6,2007,"WD","Normal",4,4,4,226
"69",69,1,30,"RM",47,4608,NA,"OldTown","Artery","Norm","1Fam","1Story",4,6,"CompShg","MetalSd","MetalSd","TA","Gd","TA","TA","Unf",0,"Unf",0,747,747,"GasA","SBrkr",747,0,0,747,0,0,1,0,2,1,"TA",4,"Typ",0,"Attchd",1,220,"TA","TA",0,0,0,0,0,0,NA,NA,6,2010,"WD","Normal",65,65,60,80
"70",70,1,50,"RL",81,15593,NA,"ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,"CompShg","BrkFace","AsbShng","Gd","TA","TA","TA","BLQ",603,"Unf",0,701,1304,"GasW","SBrkr",1304,983,0,2287,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",2,667,"TA","TA",0,21,114,0,0,0,NA,NA,7,2006,"WD","Normal",53,53,53,225
"71",71,1,20,"RL",95,13651,NA,"NAmes","Norm","Norm","1Fam","1Story",7,6,"CompShg","Plywood","Plywood","TA","Gd","Gd","TA","ALQ",1880,"Unf",0,343,2223,"GasA","SBrkr",2223,0,0,2223,1,0,2,0,3,1,"TA",8,"Typ",2,"Attchd",2,516,"TA","TA",300,0,0,0,0,0,NA,NA,2,2007,"WD","Normal",34,34,34,244
"72",72,1,20,"RL",69,7599,NA,"Mitchel","Norm","Norm","1Fam","1Story",4,6,"CompShg","HdBoard","Plywood","TA","TA","TA","TA","ALQ",565,"Unf",0,280,845,"GasA","SBrkr",845,0,0,845,1,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",2,360,"TA","TA",0,0,0,0,0,0,NA,NA,6,2007,"WD","Normal",25,20,1,129.5
"73",73,1,60,"RL",74,10141,NA,"Gilbert","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","Unf",0,"Unf",0,832,832,"GasA","SBrkr",885,833,0,1718,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",2,427,"TA","TA",0,94,0,0,291,0,NA,NA,12,2009,"WD","Normal",11,11,11,185
"74",74,1,20,"RL",85,10200,NA,"NAmes","Norm","Norm","1Fam","1Story",5,7,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","ALQ",320,"BLQ",362,404,1086,"GasA","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",2,490,"TA","TA",0,0,0,0,0,0,NA,"GdWo",5,2010,"WD","Normal",56,21,7,144.9
"75",75,1,50,"RM",60,5790,NA,"OldTown","Norm","Norm","1Fam","2Story",3,6,"CompShg","VinylSd","VinylSd","Gd","Gd","Fa","TA","Unf",0,"Unf",0,840,840,"GasA","SBrkr",840,765,0,1605,0,0,2,0,3,2,"TA",8,"Typ",0,"Detchd",1,379,"TA","TA",0,0,202,0,0,0,NA,NA,5,2010,"WD","Normal",95,95,60,107.4
"76",76,1,180,"RM",21,1596,NA,"MeadowV","Norm","Norm","Twnhs","SLvl",4,5,"CompShg","CemntBd","CmentBd","TA","TA","Gd","TA","GLQ",462,"Unf",0,0,462,"GasA","SBrkr",526,462,0,988,1,0,1,0,2,1,"TA",5,"Typ",0,"BuiltIn",1,297,"TA","TA",120,101,0,0,0,0,NA,"GdWo",11,2009,"WD","Normal",36,36,36,91
"77",77,1,20,"RL",0,8475,NA,"NAmes","Norm","Norm","1Fam","1Story",4,7,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","ALQ",228,"Unf",0,724,952,"GasA","FuseA",952,0,0,952,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1,283,"TA","TA",0,0,0,0,0,0,NA,NA,4,2008,"WD","Normal",52,52,52,135.75
"78",78,1,50,"RM",50,8635,NA,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","BLQ",336,"GLQ",41,295,672,"GasA","SBrkr",1072,213,0,1285,1,0,1,0,2,1,"TA",6,"Min1",0,"Detchd",1,240,"TA","TA",0,0,0,0,0,0,NA,"MnPrv",1,2008,"WD","Normal",60,60,7,127
"79",79,1,90,"RL",72,10778,NA,"Sawyer","Norm","Norm","Duplex","1Story",4,5,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","Unf",0,"Unf",0,1768,1768,"GasA","SBrkr",1768,0,0,1768,0,0,2,0,4,2,"TA",8,"Typ",0,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,4,2010,"WD","Normal",42,0,42,136.5
"80",80,1,50,"RM",60,10440,"Grvl","OldTown","Norm","Norm","1Fam","2Story",5,6,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Unf",0,"Unf",0,440,440,"GasA","SBrkr",682,548,0,1230,0,0,1,1,2,1,"TA",5,"Typ",0,"Detchd",2,440,"TA","TA",74,0,128,0,0,0,NA,"MnPrv",5,2009,"WD","Normal",99,43,28,110
"81",81,1,60,"RL",100,13000,NA,"NAmes","Norm","Norm","1Fam","2Story",6,6,"CompShg","VinylSd","VinylSd","TA","Gd","Gd","TA","Rec",448,"Unf",0,448,896,"GasA","SBrkr",1182,960,0,2142,0,0,2,1,4,1,"Gd",8,"Typ",1,"Attchd",1,509,"TA","TA",0,72,0,0,252,0,NA,NA,6,2009,"WD","Normal",41,41,41,193.5
"82",82,1,120,"RM",32,4500,NA,"Mitchel","Norm","Norm","TwnhsE","1Story",6,5,"CompShg","VinylSd","VinylSd","TA","Gd","Ex","Gd","GLQ",1201,"Unf",0,36,1237,"GasA","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"TA",5,"Typ",0,"Attchd",2,405,"TA","TA",0,199,0,0,0,0,NA,NA,3,2006,"WD","Normal",8,8,8,153.5
"83",83,1,20,"RL",78,10206,NA,"Somerst","Norm","Norm","1Fam","1Story",8,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","GLQ",33,"Unf",0,1530,1563,"GasA","SBrkr",1563,0,0,1563,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",3,758,"TA","TA",144,99,0,0,0,0,NA,NA,10,2008,"WD","Normal",1,1,1,245
"84",84,1,20,"RL",80,8892,NA,"NAmes","Norm","Norm","1Fam","1Story",5,5,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Unf",0,"Unf",0,1065,1065,"GasA","SBrkr",1065,0,0,1065,0,0,1,1,3,1,"TA",6,"Typ",0,"Detchd",2,461,"TA","TA",74,0,0,0,0,0,NA,NA,7,2007,"COD","Normal",47,33,47,126.5
"85",85,1,80,"RL",0,8530,NA,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,"CompShg","HdBoard","HdBoard","TA","TA","Gd","TA","Unf",0,"Unf",0,384,384,"GasA","SBrkr",804,670,0,1474,0,0,2,1,3,1,"TA",7,"Typ",1,"BuiltIn",2,400,"TA","TA",120,72,0,0,0,0,NA,NA,5,2009,"WD","Normal",14,14,13,168.5
"86",86,1,60,"RL",121,16059,NA,"NoRidge","Norm","Norm","1Fam","2Story",8,5,"CompShg","HdBoard","HdBoard","Gd","TA","Gd","TA","Unf",0,"Unf",0,1288,1288,"GasA","SBrkr",1301,1116,0,2417,0,0,2,1,4,1,"Gd",9,"Typ",1,"Attchd",2,462,"TA","TA",127,82,0,0,0,0,NA,NA,4,2006,"WD","Normal",15,15,14,260
"87",87,1,60,"RL",122,11911,NA,"Gilbert","Norm","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,684,684,"GasA","SBrkr",684,876,0,1560,0,0,2,1,3,1,"Gd",6,"Typ",1,"BuiltIn",2,400,"TA","TA",100,38,0,0,0,0,NA,NA,3,2009,"WD","Normal",4,4,4,174
"88",88,1,160,"FV",40,3951,"Pave","Somerst","Norm","Norm","TwnhsE","2Story",6,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,612,612,"GasA","SBrkr",612,612,0,1224,0,0,2,1,2,1,"Gd",4,"Typ",0,"Detchd",2,528,"TA","TA",0,234,0,0,0,0,NA,NA,6,2009,"New","Partial",0,0,0,164.5
"89",89,1,50,"C (all)",105,8470,NA,"IDOTRR","Feedr","Feedr","1Fam","1.5Fin",3,2,"CompShg","Plywood","Plywood","Fa","Fa","TA","Fa","Unf",0,"Unf",0,1013,1013,"GasA","SBrkr",1013,0,513,1526,0,0,1,0,2,1,"Fa",6,"Typ",0,NA,0,0,NA,NA,0,0,156,0,0,0,NA,"MnPrv",10,2009,"ConLD","Abnorml",94,0,27,85
"90",90,1,20,"RL",60,8070,NA,"CollgCr","Norm","Norm","1Fam","1Story",4,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","GLQ",588,"Unf",0,402,990,"GasA","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,8,2007,"WD","Normal",13,0,12,123.6
"91",91,1,20,"RL",60,7200,NA,"NAmes","Norm","Norm","1Fam","1Story",4,5,"CompShg","BrkFace","Wd Sdng","TA","TA",NA,NA,NA,0,NA,0,0,0,"GasA","FuseA",1040,0,0,1040,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",2,420,"TA","TA",0,29,0,0,0,0,NA,NA,7,2006,"WD","Normal",56,56,56,109.9
"92",92,1,20,"RL",85,8500,NA,"NAmes","Norm","Norm","1Fam","1Story",5,3,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","Rec",600,"Unf",0,635,1235,"GasA","SBrkr",1235,0,0,1235,0,0,1,0,2,1,"TA",6,"Typ",0,"Attchd",2,480,"TA","TA",0,0,0,0,0,0,NA,"GdWo",12,2006,"WD","Abnorml",45,45,45,98.6
"93",93,1,30,"RL",80,13360,"Grvl","Crawfor","Norm","Norm","1Fam","1Story",5,7,"CompShg","Wd Sdng","Wd Sdng","TA","Gd","Gd","TA","ALQ",713,"Unf",0,163,876,"GasA","SBrkr",964,0,0,964,1,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",2,432,"TA","TA",0,0,44,0,0,0,NA,NA,8,2009,"WD","Normal",88,88,3,163.5
"94",94,1,190,"C (all)",60,7200,NA,"OldTown","Norm","Norm","2fmCon","2.5Unf",6,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","Fa","Rec",1046,"Unf",0,168,1214,"GasW","SBrkr",1260,1031,0,2291,0,1,2,0,4,2,"TA",9,"Typ",1,"Detchd",2,506,"TA","TA",0,0,0,0,99,0,NA,NA,11,2007,"WD","Normal",97,107,9,133.9
"95",95,1,60,"RL",69,9337,NA,"CollgCr","Norm","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","TA","Gd","Gd","TA","GLQ",648,"Unf",0,176,824,"GasA","SBrkr",905,881,0,1786,1,0,2,1,3,1,"Gd",7,"Typ",0,"Attchd",2,684,"TA","TA",0,162,0,0,0,0,NA,NA,5,2007,"WD","Normal",10,10,10,204.75
"96",96,1,60,"RL",0,9765,NA,"Gilbert","Norm","Norm","1Fam","2Story",6,8,"CompShg","VinylSd","VinylSd","Ex","Gd","Gd","Gd","ALQ",310,"Unf",0,370,680,"GasA","SBrkr",680,790,0,1470,0,0,2,1,3,1,"TA",6,"Typ",1,"BuiltIn",2,420,"TA","TA",232,63,0,0,0,0,NA,NA,4,2009,"WD","Normal",16,16,16,185
"97",97,1,20,"RL",78,10264,NA,"CollgCr","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","ALQ",1162,"Unf",0,426,1588,"GasA","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2,472,"TA","TA",158,29,0,0,0,0,NA,NA,8,2006,"WD","Normal",7,7,7,214
"98",98,1,20,"RL",73,10921,NA,"Edwards","Norm","Norm","1Fam","1Story",4,5,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","Rec",520,"Unf",0,440,960,"GasA","FuseF",960,0,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1,432,"TA","TA",120,0,0,0,0,0,NA,NA,5,2007,"WD","Normal",42,42,42,94.75
"99",99,1,30,"RL",85,10625,NA,"Edwards","Norm","Norm","1Fam","1Story",5,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","ALQ",108,"Unf",0,350,458,"GasA","SBrkr",835,0,0,835,0,0,1,0,2,1,"TA",5,"Typ",0,"Basment",1,366,"Fa","TA",0,0,77,0,0,0,NA,NA,5,2010,"COD","Abnorml",90,90,60,83
"100",100,1,20,"RL",77,9320,NA,"NAmes","Norm","Norm","1Fam","1Story",4,5,"CompShg","Plywood","Plywood","TA","TA","TA","TA","ALQ",569,"Unf",0,381,950,"GasA","SBrkr",1225,0,0,1225,1,0,1,1,3,1,"TA",6,"Typ",0,NA,0,0,NA,NA,352,0,0,0,0,0,NA,NA,1,2010,"WD","Normal",51,0,51,128.95
"101",101,1,20,"RL",0,10603,NA,"NWAmes","Norm","Norm","1Fam","1Story",6,7,"CompShg","Plywood","Plywood","TA","TA","TA","TA","ALQ",1200,"Unf",0,410,1610,"GasA","SBrkr",1610,0,0,1610,1,0,2,0,3,1,"Gd",6,"Typ",2,"Attchd",2,480,"TA","TA",168,68,0,0,0,0,NA,NA,2,2010,"WD","Normal",33,33,9,205
"102",102,1,60,"RL",77,9206,NA,"SawyerW","Norm","Norm","1Fam","2Story",6,5,"CompShg","HdBoard","HdBoard","Gd","TA","Gd","TA","Unf",0,"Unf",0,741,741,"GasA","SBrkr",977,755,0,1732,0,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",2,476,"TA","TA",192,46,0,0,0,0,NA,NA,6,2010,"WD","Normal",25,25,25,178
"103",103,1,90,"RL",64,7018,NA,"SawyerW","Norm","Norm","Duplex","1Story",5,5,"CompShg","HdBoard","HdBoard","TA","Fa",NA,NA,NA,0,NA,0,0,0,"GasA","SBrkr",1535,0,0,1535,0,0,2,0,4,2,"TA",8,"Typ",0,"Attchd",2,410,"TA","TA",0,0,0,0,0,0,NA,NA,6,2009,"WD","Alloca",30,30,30,118.964
"104",104,1,20,"RL",94,10402,NA,"CollgCr","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","Unf",0,"Unf",0,1226,1226,"GasA","SBrkr",1226,0,0,1226,0,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",3,740,"TA","TA",0,36,0,0,0,0,NA,NA,5,2010,"WD","Normal",1,1,1,198.9
"105",105,1,50,"RM",0,7758,NA,"IDOTRR","Norm","Norm","1Fam","1.5Fin",7,4,"CompShg","Stucco","Stucco","TA","Fa","TA","TA","LwQ",224,"Unf",0,816,1040,"GasA","FuseF",1226,592,0,1818,0,0,1,1,4,1,"TA",7,"Typ",2,"Detchd",1,240,"TA","TA",0,0,0,0,184,0,NA,NA,6,2007,"WD","Normal",76,56,57,169.5
"106",106,1,60,"FV",75,9375,NA,"Somerst","Norm","Norm","1Fam","2Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Ex","TA","Unf",0,"Unf",0,1053,1053,"GasA","SBrkr",1053,939,0,1992,0,0,2,1,3,1,"Gd",9,"Typ",1,"Attchd",2,648,"TA","TA",140,45,0,0,0,0,NA,NA,8,2008,"WD","Normal",5,5,4,250
"107",107,1,30,"RM",60,10800,"Grvl","OldTown","Norm","Norm","1Fam","1Story",4,7,"CompShg","VinylSd","VinylSd","TA","TA","Fa","TA","Unf",0,"Unf",0,641,641,"GasA","SBrkr",1047,0,0,1047,0,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",1,273,"Fa","Fa",0,0,0,0,0,0,NA,NA,8,2007,"WD","Normal",122,53,12,100
"108",108,1,20,"RM",50,6000,NA,"OldTown","Norm","Norm","1Fam","1Story",5,5,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","ALQ",104,"BLQ",169,516,789,"GasA","SBrkr",789,0,0,789,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1,250,"TA","TA",0,0,0,0,0,0,NA,NA,4,2008,"WD","Partial",60,60,58,115
"109",109,1,50,"RM",85,8500,NA,"IDOTRR","Artery","Norm","1Fam","1.5Fin",5,7,"CompShg","CemntBd","CmentBd","TA","TA","TA","TA","Unf",0,"Unf",0,793,793,"GasW","FuseF",997,520,0,1517,0,0,2,0,3,1,"Fa",7,"Typ",0,NA,0,0,NA,NA,0,0,144,0,0,0,NA,NA,8,2007,"WD","Normal",88,0,2,115
"110",110,1,20,"RL",105,11751,NA,"NWAmes","Norm","Norm","1Fam","1Story",6,6,"CompShg","Plywood","Plywood","TA","TA","Gd","TA","BLQ",705,"Unf",0,1139,1844,"GasA","SBrkr",1844,0,0,1844,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",2,546,"TA","TA",0,122,0,0,0,0,NA,"MnPrv",1,2010,"COD","Normal",33,33,33,190
"111",111,1,50,"RL",75,9525,NA,"Edwards","Norm","Norm","1Fam","1.5Fin",6,4,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","Fa","Rec",444,"Unf",0,550,994,"GasA","SBrkr",1216,639,0,1855,0,0,2,0,4,1,"TA",7,"Typ",0,"Attchd",1,325,"TA","TA",182,0,0,0,0,0,NA,NA,10,2006,"WD","Normal",52,52,34,136.9
"112",112,1,80,"RL",0,7750,NA,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","GLQ",250,"Unf",0,134,384,"GasA","SBrkr",774,656,0,1430,0,0,2,1,3,1,"TA",7,"Typ",1,"BuiltIn",2,400,"TA","TA",180,0,0,0,0,0,NA,NA,4,2010,"WD","Normal",10,10,10,180
"113",113,1,60,"RL",77,9965,NA,"CollgCr","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Ex","TA","GLQ",984,"Unf",0,280,1264,"GasA","SBrkr",1282,1414,0,2696,1,0,2,1,4,1,"Ex",10,"Typ",1,"BuiltIn",3,792,"TA","TA",120,184,0,0,168,0,NA,NA,10,2007,"New","Partial",0,0,0,383.97
"114",114,1,20,"RL",0,21000,NA,"Crawfor","Norm","Norm","1Fam","1Story",6,5,"CompShg","Wd Sdng","Wd Sdng","TA","Gd","Gd","TA","ALQ",35,"Rec",869,905,1809,"GasA","SBrkr",2259,0,0,2259,1,0,2,0,3,1,"Gd",7,"Typ",2,"Basment",2,450,"TA","TA",166,120,192,0,0,0,NA,"MnPrv",10,2007,"COD","Abnorml",54,54,54,217
"115",115,1,70,"RL",61,7259,NA,"Crawfor","Norm","Norm","1Fam","2Story",6,8,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","ALQ",774,"LwQ",150,104,1028,"GasA","SBrkr",1436,884,0,2320,1,0,2,1,3,1,"Gd",9,"Typ",1,"Detchd",1,180,"TA","TA",224,0,0,0,0,0,NA,"MnPrv",7,2007,"WD","Normal",62,62,5,259.5
"116",116,1,160,"FV",34,3230,"Pave","Somerst","Norm","Norm","TwnhsE","2Story",6,5,"CompShg","MetalSd","MetalSd","TA","TA","Gd","TA","GLQ",419,"Unf",0,310,729,"GasA","SBrkr",729,729,0,1458,0,0,2,1,2,1,"TA",5,"Typ",1,"Detchd",2,440,"TA","TA",0,32,0,0,0,0,NA,NA,6,2007,"WD","Normal",8,8,8,176
"117",117,1,20,"RL",0,11616,NA,"Sawyer","Norm","Norm","1Fam","1Story",5,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","LwQ",170,"BLQ",670,252,1092,"GasA","SBrkr",1092,0,0,1092,0,1,1,0,3,1,"TA",6,"Typ",1,"Attchd",1,288,"TA","TA",0,20,144,0,0,0,NA,NA,9,2009,"WD","Normal",47,47,47,139
"118",118,1,20,"RL",74,8536,NA,"Edwards","Norm","Norm","1Fam","1Story",5,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","Unf",0,"Unf",0,1125,1125,"GasA","SBrkr",1125,0,0,1125,0,0,1,1,2,1,"TA",5,"Typ",0,"Attchd",2,430,"TA","TA",80,64,0,0,0,0,NA,NA,4,2007,"New","Partial",1,0,0,155
"119",119,1,60,"RL",90,12376,NA,"SawyerW","Norm","Norm","1Fam","2Story",7,5,"CompShg","Plywood","Plywood","TA","TA","Gd","TA","GLQ",1470,"Unf",0,203,1673,"GasA","SBrkr",1699,1523,0,3222,1,0,3,0,5,1,"Gd",11,"Typ",2,"Attchd",3,594,"TA","TA",367,0,0,0,0,0,NA,NA,5,2010,"WD","Normal",20,20,20,320
"120",120,1,60,"RL",65,8461,NA,"CollgCr","Norm","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,728,728,"GasA","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",2,390,"TA","TA",0,24,0,0,0,0,NA,NA,7,2006,"New","Partial",1,1,0,163.99
"121",121,1,80,"RL",0,21453,NA,"ClearCr","Norm","Norm","1Fam","SLvl",6,5,"Metal","Plywood","Plywood","TA","TA","TA","TA","ALQ",938,"Unf",0,0,938,"GasA","SBrkr",988,0,0,988,1,0,1,0,1,1,"TA",4,"Typ",2,"Attchd",2,540,"TA","TA",0,130,0,130,0,0,NA,NA,10,2006,"WD","Normal",37,37,37,180
"122",122,1,50,"RM",50,6060,NA,"IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,"CompShg","AsbShng","AsbShng","TA","TA","TA","TA","Unf",0,"Unf",0,732,732,"GasA","SBrkr",772,351,0,1123,0,0,1,0,3,1,"TA",4,"Typ",0,"Detchd",1,264,"TA","TA",0,0,140,0,0,0,NA,"MnPrv",6,2007,"WD","Normal",68,28,57,100
"123",123,1,20,"RL",75,9464,NA,"NAmes","Norm","Norm","1Fam","1Story",6,7,"CompShg","MetalSd","MetalSd","TA","Gd","TA","TA","BLQ",570,"Unf",0,510,1080,"GasA","SBrkr",1080,0,0,1080,0,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1,288,"TA","TA",0,0,0,0,130,0,NA,NA,6,2008,"WD","Normal",50,50,50,136
"124",124,1,120,"RL",55,7892,NA,"SawyerW","Norm","Norm","TwnhsE","1Story",6,5,"CompShg","Plywood","Plywood","Gd","TA","Gd","TA","GLQ",300,"Unf",0,899,1199,"GasA","SBrkr",1199,0,0,1199,0,0,2,0,2,1,"Gd",5,"Typ",0,"Attchd",2,530,"TA","TA",0,63,0,0,0,0,NA,NA,3,2008,"WD","Normal",15,15,15,153.9
"125",125,1,20,"RL",48,17043,NA,"NWAmes","Norm","Norm","1Fam","1Story",6,5,"CompShg","HdBoard","HdBoard","TA","Gd","Gd","Fa","Unf",0,"Unf",0,1362,1362,"GasA","SBrkr",1586,0,0,1586,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",2,435,"TA","TA",192,0,0,0,0,0,NA,NA,1,2009,"WD","Normal",30,30,11,181
"126",126,1,190,"RM",60,6780,NA,"IDOTRR","Norm","Norm","2fmCon","1.5Fin",6,8,"CompShg","Wd Sdng","Wd Sdng","TA","Fa","TA","TA","GLQ",490,"Unf",0,30,520,"GasA","SBrkr",520,0,234,754,1,0,1,0,2,1,"TA",5,"Typ",0,NA,0,0,NA,NA,53,0,0,0,0,0,NA,NA,6,2006,"WD","Normal",71,0,24,84.5
"127",127,1,120,"RL",0,4928,NA,"NPkVill","Norm","Norm","TwnhsE","1Story",6,5,"CompShg","Plywood","Plywood","TA","TA","Gd","TA","ALQ",120,"Unf",0,958,1078,"GasA","SBrkr",958,0,0,958,0,0,2,0,2,1,"TA",5,"Typ",1,"Attchd",2,440,"TA","TA",0,205,0,0,0,0,NA,NA,2,2007,"WD","Normal",31,30,31,128
"128",128,1,45,"RM",55,4388,NA,"OldTown","Feedr","Norm","1Fam","1.5Unf",5,7,"CompShg","WdShing","Wd Sdng","TA","Gd","TA","TA","LwQ",116,"Unf",0,556,672,"GasA","SBrkr",840,0,0,840,0,0,1,0,3,1,"TA",5,"Typ",1,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,6,2007,"WD","Normal",77,0,57,87
"129",129,1,60,"RL",69,7590,NA,"NAmes","PosN","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","BLQ",512,"Unf",0,148,660,"GasA","SBrkr",660,688,0,1348,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",2,453,"TA","TA",188,108,0,0,0,0,NA,NA,7,2006,"WD","Normal",40,40,40,155
"130",130,1,20,"RL",69,8973,NA,"NAmes","Norm","Norm","1Fam","1Story",5,7,"CompShg","Plywood","Plywood","TA","TA","TA","TA","Rec",567,"BLQ",28,413,1008,"GasA","FuseA",1053,0,0,1053,0,1,1,1,3,1,"Ex",6,"Typ",0,"2Types",2,750,"TA","TA",0,80,0,180,0,0,NA,"MnWw",7,2006,"WD","Abnorml",48,8,15,150
